label,narasi
1,"['yg', 'ngaku', 'teman', 'ama', 'ahok', 'gak', 'pernah', 'jenguk', 'ahok', 'kedlm', 'ngaku', 'teman', 'ama', 'romi', 'kok', 'blm', 'jenguk', 'romi', 'sih', 'bohong', 'satu', 'kali', 'rasa', 'sakit', 'sekali', 'rela', 'bohong', 'kali', 'org', 'gila', 'yg', 'bukan', 'org', 'kuat', 'sila', 'kalian', 'yah']"
0,"['direktur', 'lalulintas', 'kombes', 'pol', 'wibowo', 'liat', 'foto', 'sebar', 'medsos', 'duga', 'foto', 'hasil', 'rekayasa', 'panggung', 'giat', 'gelar', 'polres', 'serang', 'kota', 'acara', 'mrsf', 'sama', 'foto', 'sebut']"
1,"['teman', 'kalo', 'tetangga', 'keluarga', 'siapa', 'domisili', 'kota', 'palembang', 'kategori', 'kurang', 'mampu', 'butuh', 'kursi', 'roda', 'tongkat', 'ketiak', 'tongkat', 'tuna', 'netra', 'alat', 'bantu', 'dengar', 'silah', 'aju', 'mohon', 'dinas', 'sosial', 'kota', 'palembang', 'jl', 'merdeka']"
1,"['info', 'mohon', 'kroscek', 'yg', 'akses', 'tkp', 'waspada', 'indikasi', 'nyata', 'pki', 'mulai', 'bangkit']"
1,"['trik', 'masak', 'popcorn', 'ponsel', 'tahu', 'radiasi', 'ponsel', 'sangat', 'bahaya', 'tekan', 'call', 'ponsel', 'sembarang', 'nomor', 'lalu', 'letak', 'dekat', 'jagung', 'mentah', 'lihat', 'apa', 'jadi', 'jagung', 'matang', 'jadi', 'popcorn', 'akibat', 'radiasi', 'ponsel', 'silah', 'coba', 'rumah']"
0,"['barbar', 'people', 'hilang', 'alat', 'ukur', 'gelombang', 'arus']"
0,"['kasatreskrim', 'polres', 'batu', 'akp', 'anton', 'widodo', 'kira', 'bom', 'benda', 'memang', 'bukan', 'bom', 'alat', 'getar', 'langsung']"
1,"['hari', 'kunjung', 'buah', 'rumah', 'sakit', 'membezuk', 'anak', 'teman', 'sedang', 'sakit', 'teman', 'orang', 'wanita', 'karir', 'lulus', 'buah', 'universitas']"
1,"['pilih', 'ambil', 'bagi', 'survei', 'singkat', 'dapat', 'gb', 'koneksi', 'internet', 'gratis', 'lama', 'hari']"
1,"['waspada', 'lacak', 'mca', 'byk', 'asal', 'china', 'koneksi', 'server', 'kpu', 'pusat', 'trial', 'beda', 'sedang', 'ujicoba', 'jangan', 'ulang', 'spt', 'curang', 'kasus', 'pilpres', 'yg', 'paham', 'rapat', 'baris', 'perang', 'mulai']"
0,"['menteri', 'luar', 'negeri', 'klarifikasi', 'wni', 'tahan', 'australia']"
0,"['ssst', 'pk', 'sudirman', 'said', 'sedang', 'sembahyang', 'vihara', 'jangan', 'ganggu', 'demo']"
1,"['tlg', 'bantu', 'share', 'banyak', 'banyak', 'nya', 'jadi', 'ajar', 'semua', 'orang', 'pria', 'dander', 'bojonegoro', 'tinggal', 'akibat', 'guna', 'hp', 'dengar', 'musik', 'pakai', 'handset', 'hpnya', 'charge', 'tidur', 'arus', 'listrik', 'masuk', 'lalu', 'telinga', 'kujur', 'tubuh', 'kulit', 'letup', 'letup', 'bentuk', 'seluruh', 'tubuh', 'sekali', 'lagi', 'jangan', 'pernah', 'guna', 'hp', 'sedang', 'charge', 'penting', 'apa', 'ada', 'ancam', 'selamat']"
1,"['ngeri', 'jembatan', 'suramadu', 'terjang', 'ombak', 'besar']"
1,"['impor', 'senjata', 'api', 'polri']"
1,"['zara', 'zettira', 'semua', 'milik', 'akses', 'sistem', 'kpu', 'legal', 'ilegal', 'sangat', 'pengaruh', 'siapa', 'pilih', 'jadi', 'presiden', 'ri']"
1,"['minum', 'air', 'posisi', 'duduk', 'lebih', 'sehat', 'minum', 'air', 'diri', 'minum', 'air', 'diri', 'salah', 'satu', 'sebab', 'batu', 'ginjal']"
0,"['suka', 'hoax', 'kabar', 'bohong', 'riset', 'laku', 'robert', 'feldman', 'psikolog', 'university', 'massachusetts', 'tunjuk', 'bohong', 'milik', 'kait', 'percaya', 'diri', 'percaya', 'diri', 'ancam', 'orang', 'mudah', 'bohong', 'riset', 'feldman', 'muat', 'journal', 'basic', 'applied', 'psychology', 'persen', 'orang', 'riset', 'feldman', 'bohong', 'bincang', 'laku', 'rupa', 'jadi', 'internet', 'kerap', 'tambah', 'kabar', 'bohong', 'hasil', 'hoax', 'beranta']"
1,"['ratna', 'sarumpaet', 'kalau', 'ahok', 'maju', 'via', 'jalur', 'independen', 'rela', 'tari', 'bugil', 'monas']"
1,"['info', 'lowong', 'kerja', 'puskesmas', 'margadana']"
1,"['wearing', 'mask', 'cause', 'pleurisy']"
1,"['benar', 'negara', 'negara', 'pantai', 'indah', 'kapok', 'mau', 'masuk', 'pakai', 'sepeda', 'punya', 'pasport', 'benar', 'fokusstopruuhip', 'fokusstopruuhip']"
1,"['semua', 'bangsa', 'daftar', 'rumah', 'dapat', 'hadiah', 'waktu', 'menit', 'terbit', 'bantu', 'orang', 'sumringah', 'virus', 'corona', 'cegah', 'banyak', 'orang', 'huruf', 'pertama', 'nama', 'terima', 'hadiah', 'sekarang']"
1,"['stasiun', 'televisi', 'nasional', 'metrotv', 'aku', 'anies', 'baswedan', 'bukan', 'gubernur', 'dki', 'jakarta', 'presiden', 'ri', 'sebut', 'lihat', 'teks', 'headline', 'berita', 'judul', 'presiden', 'tinjau', 'kesiap', 'normal', 'baru', 'program', 'selamat', 'pagi', 'indonesia', 'padahal', 'situ', 'gambar', 'anies', 'baswedan', 'sedang', 'wawancara']"
1,"['ciek', 'ciek', 'antek', 'china', 'baru', 'niee', 'minta', 'sumbang', 'kata', 'apbd', 'dki', 'sekarat', 'ayoo', 'buly', 'dong', 'jgn', 'diam', 'aja', 'gue', 'yakin', 'kadrun', 'bakal', 'ngomong', 'hoak', 'bla']"
1,"['tadi', 'kabar', 'keluarga', 'jl', 'rawa', 'cangkuk', 'iii', 'medan', 'denai', 'pasang', 'suami', 'istri', 'anak', 'beberapa', 'hari', 'tak', 'makan', 'tinggal', 'buah', 'kontra', 'tak', 'sanggup', 'bayar', 'kontra', 'usir', 'milik', 'kontra', 'si', 'bapak', 'kerja', 'akibat', 'pandemi', 'covid', 'sama', 'sekali', 'milik', 'kerja', 'beliau', 'pulang', 'pulang', 'rumah', 'cari', 'uang', 'beberapa', 'hari', 'si', 'ibu', 'pergi', 'cari', 'kerja', 'tinggal', 'orang', 'anak', 'kecil', 'kecil', 'hari', 'makan', 'warga', 'beli', 'bungkus', 'nasi', 'beri', 'anak', 'sebut', 'buat', 'sesak', 'nafas', 'warga', 'bantu', 'keluarga', 'sebut', 'lihat', 'langsung', 'salah', 'satu', 'anak', 'sisih', 'bungkus', 'nasi', 'makan', 'bungkus', 'nasi', 'makan', 'orang', 'bungkus', 'simpan', 'buat', 'malam', 'kata', 'salah', 'satu', 'anak', 'sebut', 'si', 'ibu', 'pulang', 'bawa', 'uang', 'ribu', 'rupiah', 'warga', 'upaya', 'patungan', 'baru', 'kumpul', 'ribu', 'rupiah', 'perintah', 'tanggap', 'soal', 'kepling', 'tempat', 'blom', 'upaya', 'bantu', 'rekomendasi', 'warga', 'dampak', 'covid', 'perlu', 'perhati', 'semua', 'warga', 'kurang', 'keluarga', 'amal', 'bulan', 'puasa', 'silah', 'koordinasi', 'hubung', 'nomor', 'hp', 'atas', 'nama', 'pak', 'paseh', 'salah', 'satu', 'tetangga', 'duli']"
1,"['hati', 'hati', 'lewat', 'jln', 'baru', 'tol', 'sekitar', 'jlnn', 'bango', 'cilandak', 'korban', 'gw']"
1,"['italia', 'umum', 'serah', 'perdana', 'menteri', 'kata', 'kontrol', 'hilang', 'sakit', 'tular', 'bunuh', 'semua', 'mungkin', 'bantu', 'bumi', 'akhir']"
1,"['ayo', 'kompak', 'lawan', 'virus', 'serempak', 'henti', 'total', 'tiga', 'hari', 'virus', 'pindah', 'pindah', 'jam', 'pindah', 'virus', 'mati', 'sendiri', 'laksana', 'april']"
1,"['gotong', 'royong', 'lawan', 'virus', 'corona', 'gilir', 'koropsi']"
1,"['proses', 'beras', 'plastik', 'hati', 'hati', 'dlm', 'beli', 'beras']"
1,"['iblis', 'masuk', 'daftar', 'hitam', 'min', 'aung', 'hlaing', 'panglima', 'semua', 'jahat', 'myanmar', 'adil', 'jangan', 'liar', 'bebas', 'genosida', 'rohingya', 'jahat', 'perang', 'kelompok', 'etnis', 'jadi', 'bawah', 'perintah', 'lihat', 'ingat', 'wajah', 'lihat']"
1,"['kait', 'surat', 'sebut', 'perlu', 'tegas', 'kpk', 'keluar', 'surat', 'sebut', 'sedang', 'laksana', 'giat', 'rekrutmen', 'pegawai']"
1,"['malam', 'jam', 'bbm', 'naik', 'premium', 'rp', 'pertalite', 'rp', 'pertamax', 'rp', 'bio', 'solar', 'rp', 'dexlite', 'rp', 'mohon', 'sebar', 'luas', 'temen', 'family', 'sahabat']"
1,"['rakyat', 'sederhana', 'lawan', 'bisa', 'prabowo', 'hina', 'warga', 'boyolali', 'buah', 'panggung', 'kampanye', 'marah']"
1,"['cek', 'tangkap', 'layar']"
1,"['aniesdimana', 'asiik', 'nih', 'nies', 'loe']"
1,"['tentara', 'merah', 'rrc', 'pluit', 'jkt', 'bahaya', 'landa', 'negri', 'ku']"
1,"['keren', 'kan', 'jangan', 'lupa']"
1,"['hari', 'buku', 'tabung', 'bapak', 'ikan', 'masyarakat', 'korban', 'gempa', 'lombok', 'utk', 'renovasi', 'rumahnys', 'uang', 'tuh', 'alias']"
1,"['juang', 'tak', 'engkau', 'juang', 'rakyat']"
1,"['omong', 'bin', 'masak', 'ngak', 'perhati', 'ngeri', 'ngeri', 'sedap', 'gimana', 'keri', 'bin', 'sebut', 'gagas', 'khilafah', 'hidup', 'dukung', 'ml']"
1,"['rampok', 'tetangga', 'susah']"
1,"['lintas', 'jalan', 'kota', 'manado']"
1,"['kursus', 'salat', 'arti']"
0,"['kepala', 'bksda', 'sumbar', 'erly', 'sukrismanto', 'ungkap', 'dasar', 'tinjau', 'tim', 'lapang', 'nyata', 'harimau', 'tampak', 'diri', 'luka', 'hewan', 'ternak', 'sempat', 'lapor', 'warga', 'jadi', 'warga', 'lihat', 'ekor', 'harimau', 'jauh', 'ganggu', 'apa', 'ngamuk', 'luka', 'kerbau', 'terang', 'erly']"
0,"['sampai', 'klarifikasi', 'konstruksi', 'runtuh', 'overpass', 'akses', 'jalan', 'tumaluntung', 'lintas', 'atas', 'lokasi', 'rencana', 'jalan', 'tol', 'underpass']"
1,"['buah', 'foto', 'beratasnamakan', 'mohammad', 'rizieq', 'syihab', 'terbang', 'bandara', 'internasional', 'king', 'abdulaziz', 'tuju', 'bandara', 'internasional', 'soekarno', 'hatta']"
0,"['perintah', 'pakistan', 'temu', 'gudang', 'senjata', 'kelompok', 'syi', 'ah', 'buah', 'gua', 'bawah', 'husainiyat', 'yg', 'letak', 'belah', 'barat', 'laut', 'pakistan']"
1,"['bapak', 'jokowi', 'berkat', 'max', 'ebe']"
1,"['info', 'bank', 'indonesia', 'apabila', 'punya', 'rekening', 'bank', 'mandiri', 'bank', 'bni', 'bank', 'bca', 'ambil', 'uang', 'atm', 'atm', 'stiker', 'call', 'mandiri', 'dgn', 'telp', 'jangan', 'masuk', 'kartu', 'atm', 'cabut', 'stiker', 'stiker', 'rekam', 'pin', 'isi', 'program', 'uras', 'saldo', 'rekening', 'dlm', 'mesin', 'atm']"
1,"['hujan', 'es', 'tol', 'cipularang']"
1,"['judul', 'berita', 'cerita', 'megawati', 'pertama', 'kali', 'temu', 'diri', 'nu']"
0,"['tangkap', 'gengster', 'jatiwaringin', 'lenteng', 'agung', 'sebut', 'peran', 'polisi']"
1,"['sri', 'mulyani', 'indrawati', 'sedih', 'anggar', 'kemendikbud', 'habis', 'hasil', 'capai']"
0,"['kominfo', 'blokir', 'situs', 'kandung', 'unsur', 'sara']"
1,"['perintah', 'laku', 'atas', 'bencana', 'asap']"
1,"['islam', 'nusantara', 'nabi', 'siapa', 'tuhan', 'yesus', 'terus', 'kitab', 'mungkin', 'kitab']"
1,"['ini', 'wajah', 'uang', 'kertas', 'tahun']"
1,"['selasa', 'juni', 'aksi', 'mahasiswa', 'tuntut', 'jokowi', 'turun', 'presiden']"
1,"['ir', 'hj', 'sri', 'nurdiati', 'dekan', 'fmipa', 'ipb', 'dosen', 'biokimia', 'ipb', 'banyak', 'orang', 'sadar', 'penting', 'antibodi', 'stok', 'selalu', 'orang', 'lebih', 'panik', 'masker', 'hand', 'sanitizer', 'hilang', 'pasar', 'harus', 'lebih', 'panik', 'kalau', 'antibodi', 'hilang', 'tubuh', 'virus', 'mungkin', 'hindar']"
1,"['program', 'mudik', 'sehat', 'psbb', 'big', 'bird']"
1,"['suka', 'lihat', 'photo', 'warga', 'jamu', 'gubernur', 'sabar', 'moga', 'buat', 'gilir', 'semua', 'bagi']"
1,"['home', 'credit', 'indonesia', 'official', 'kamubisa']"
1,"['suruh', 'siapa', 'narapidana', 'bebas', 'negara', 'klau', 'keluar', 'mana', 'kmbali', 'lapaas', 'kaya', 'nonton', 'sinetron', 'indosiar', 'z']"
1,"['luhut', 'minta', 'panglima', 'tni', 'kapolri', 'kawal', 'bandara', 'jangan', 'tutup', 'pemda', 'tangkap', 'kalau', 'lawan', 'jangan', 'kurang', 'ajar', 'sama', 'perintah', 'pusat']"
1,"['mbak', 'sampaikannke', 'klas', 'kelompok', 'putra', 'steril', 'mandiri', 'satu', 'minggu', 'virus', 'corona', 'masuk', 'uny', 'orang', 'positif', 'hati', 'jabat', 'cipika', 'cipiki', 'mbak']"
1,"['zuey', 'video', 'drone', 'berondong', 'rombong', 'jenderal', 'quds', 'iran', 'qaseem', 'soleimani', 'zuey', 'yg', 'kata', 'awal', 'perang', 'dunia']"
1,"['info', 'kawan', 'asal', 'kota', 'bilang', 'tahun', 'tak', 'jumpa', 'pak', 'made', 'kok', 'nama', 'jadi', 'said', 'aqil', 'suka', 'pake', 'peci', 'punya', 'selidik', 'nyata', 'sas', 'punya', 'nama', 'made', 'wiryawan', 'hindu', 'asal', 'pulau', 'lombok', 'yg', 'milik', 'saham', 'kota', 'rasa', 'mungkin', 'orang', 'agama', 'hindu', 'percaya', 'urus', 'nu', 'sama', 'gerombol', 'si', 'cornelius', 'nuril', 'abu', 'janda', 'gus', 'guntur', 'masuk', 'nu', 'sama', 'megawati']"
1,"['rilis', 'resmi', 'kominfo', 'nyata', 'pernah', 'buat', 'akun', 'konten', 'apa', 'situs', 'pornhub', 'kominfo', 'klaim', 'koordinasi', 'direktorat', 'tindak', 'pidana', 'siber', 'bareskrim', 'polri', 'proses', 'tega', 'hukum', 'kominfo', 'kirim', 'surat', 'elektronik', 'email', 'kelola', 'situs', 'pornhub', 'sampai', 'berat', 'guna', 'nama', 'menteri', 'logo', 'kominfo', 'situs', 'sebut']"
1,"['renung', 'buat', 'china', 'bangga', 'indonesia', 'buat', 'amerika', 'agung', 'indonesia', 'buat', 'inggris', 'junjung', 'tinggi', 'indonesia', 'paytren', 'buat', 'indonesia', 'aku', 'perintah', 'republik', 'indonesia', 'nyata', 'bangsa', 'masyaraktnya', 'sendiri', 'banyak', 'gak', 'paham', 'visi', 'misi', 'besar', 'bangsa', 'indonesia', 'sedang', 'jajah', 'ekonomi']"
1,"['selamat', 'sore', 'dulur', 'rangka', 'tanding', 'sepak', 'bola', 'liga', 'psim', 'lawan', 'persis', 'solo', 'hari', 'senin', 'tgl', 'mandalakrida', 'jam', 'wib', 'utk', 'jaga', 'selamat', 'yg', 'perlu', 'jadi', 'yg', 'punya', 'motor', 'mobil', 'plat', 'ad', 'jangan', 'bawa', 'masuk', 'kota', 'yogykarta', 'dulu']"
1,"['ini', 'beda', 'orang', 'pimpin', 'beri', 'arah', 'anak', 'buah', 'keparat', 'aparat', 'b']"
1,"['apa', 'maksud', 'buat', 'majalah', 'tempo', 'yng', 'kemarin', 'hina', 'simbol', 'negara', 'dn', 'sekrang', 'dignti', 'wahai', 'kaum', 'bani', 'cingkrang', 'allah', 'w', 'mbonten', 'sare']"
1,"['palsu', 'kop', 'surat', 'tanda', 'tangan', 'malah', 'mirip', 'tanda', 'tangan']"
1,"['wanita', 'pks', 'tuju', 'poligami', 'doktrin']"
1,"['keluarga', 'gusdur', 'dukung', 'penuh', 'calon', 'president']"
0,"['lama', 'edar', 'surat', 'informasi', 'kena', 'kurang', 'lengkap', 'data', 'guru', 'sekolah', 'madrasah', 'media', 'sosial', 'surat', 'sebut', 'kirim', 'mengatasnamakan', 'pihak', 'menteri', 'agama', 'kemenag', 'ri', 'modus', 'ambil', 'data', 'pribadi', 'disalahgunakan']"
1,"['khusus', 'buat', 'pasang', 'mardani', 'ali', 'sera', 'neno', 'warisman', 'keselek', 'pak', 'wagub', 'nantang', 'lho', 'berani', 'gak']"
0,"['kabar', 'mundur', 'ksp', 'moeldoko', 'beri', 'klarifikasi']"
1,"['mohon', 'share', 'kpd', 'info', 'dr', 'bmkg', 'gempa', 'susul', 'jadi', 'seluruh', 'bal', 'tengah', 'malam', 'jadi', 'lbh', 'besar', 'pukul', 'wib']"
1,"['faham', 'kan', 'maksud', 'ratus', 'ton', 'narkoba', 'yg', 'datang', 'china']"
0,"['kena', 'media', 'sebar']"
0,"['mana', 'hoax', 'positif', 'hoax', 'positif', 'hoax', 'berita', 'bohong', 'informasi', 'palsu']"
1,"['edar', 'postingan', 'gambar', 'dpo', 'daftar', 'cari', 'orang', 'atas', 'pimpin', 'front', 'bela', 'islam', 'fpi', 'rizieq', 'shihab', 'atas', 'nama', 'humas', 'polda', 'metro', 'jaya']"
0,"['al', 'quran', 'buang', 'jln', 'sidang', 'mungutin', 'sampe', 'nang', 'jumatbarokah']"
1,"['innalillahi', 'honorer', 'tinggal', 'depan', 'istana']"
0,"['harun', 'yahya', 'salah', 'satu', 'pionir', 'hoax', 'umat', 'islam']"
1,"['canada', 'covid', 'free', 'hope', 'philippines', 'next', 'lose', 'hope', 'god', 'heal']"
1,['tahun']
1,"['lah', 'share', 'wanita', 'bila', 'pria', 'terima', 'terus', 'wanita', 'wanita', 'sedang', 'haid', 'jangan', 'laku']"
1,"['buka', 'suara', 'soal', 'reklamasi', 'ancol', 'anies', 'melindungui', 'warga', 'banjir']"
1,"['astaghfirullah', 'remaja', 'kena', 'tiktok', 'syndrome', 'ga', 'kontrol', 'gera', 'badan', 'banyak', 'main', 'tiktok']"
1,"['langsung', 'bayar', 'tunai', 'allah', 'dapur', 'tempat', 'masak', 'nasi', 'anjing', 'gosong', 'tiang', 'jemur']"
1,"['pt', 'hebat', 'milik', 'kaesang', 'anak', 'jokowi', 'lalu', 'kemenkop', 'utk', 'latih', 'ukm']"
1,"['yaa', 'allah', 'memang', 'bener', 'jahat', 'baju', 'bundle', 'pakai', 'bekas', 'pakai', 'orang', 'yg', 'mati', 'akibat', 'virus', 'beli', 'apa', 'barang', 'dr', 'china']"
1,"['efek', 'kejut', 'yg', 'baru', 'ciri', 'khas', 'gubernur', 'ntar', 'yg', 'gali', 'kubur', 'yg', 'salah', 'kasi', 'angka', 'mayat', 'aza', 'berani', 'gak', 'kurang']"
1,"['extensive', 'research', 'findings', 'show', 'consuming', 'alcoholic', 'beverages', 'may', 'help', 'reduce', 'risk', 'infection', 'novel', 'coronavirus', 'vodka', 'recommended', 'drinking', 'cleaning', 'sanitizing']"
1,"['tes', 'sederhana', 'kenal', 'virus', 'corona', 'puluh', 'detik', 'urus', 'dokter', 'laboratorium', 'tahu', 'siapa']"
1,"['tatap', 'dingin', 'wanita', 'muda', 'tunjuk', 'buah', 'buku', 'sampul', 'biru', 'ukur', 'lebih', 'besar', 'buku', 'saku', 'rupa', 'latar', 'bendera', 'slovakia', 'kawasan']"
1,"['sebar', 'cinta', 'keluar', 'nanas', 'panas', 'bunuh', 'sel', 'kanker', 'potong', 'hingga', 'serpih', 'nanas', 'tipis', 'cangkir', 'tambah', 'air', 'panas', 'jadi', 'air', 'alkali', 'minum', 'hari', 'baik', 'siapa', 'air', 'nanas', 'panas', 'lepas', 'zat', 'anti', 'kanker', 'rupa', 'maju', 'baru', 'obat', 'kanker', 'efektif', 'bidang', 'medis']"
1,"['kalau', 'undur', 'diri', 'emang', 'yg', 'sanggup', 'bangun', 'indonesia']"
1,"['warga', 'madura', 'potong', 'tangan', 'laku', 'curang', 'coblos', 'surat', 'suara', 'milu', 'bukti', 'qishos', 'yg', 'main', 'coblos', 'surat', 'suara', 'coblos', 'sendiri', 'masyarakat', 'madura', 'lalu', 'potong', 'tangan', 'laku']"
1,"['video', 'sumber', 'risi', 'konten', 'habib', 'rizieq', 'shihab', 'seru', 'coblos', 'jokowi']"
1,"['portal', 'daring', 'jakarta', 'sikap', 'ustad', 'abdul', 'somad', 'uas', 'susul', 'tuan', 'guru', 'bajang', 'tgb', 'dukung', 'jokowi', 'lanjut', 'jabat', 'presiden', 'ri', 'kerja', 'sangat', 'baik']"
1,"['beberapa', 'hari', 'tak', 'keluar', 'rumah', 'agnez', 'mo', 'temu', 'tewas', 'salon']"
0,"['jelas', 'hoax']"
0,"['rasa', 'lurus', 'rugi', 'kata', 'benar']"
1,"['seperti', 'panik', 'guna', 'pelbagai', 'cara', 'jatuh', 'masuk', 'sebar', 'berita', 'bohong', 'hoax', 'sumber', 'informasi', 'jelas', 'dipertanggungjawabkan', 'kata', 'juru', 'bicara', 'muhammad', 'nasir', 'rabu']"
0,"['mana', 'informasi', 'tahu', 'kata', 'ketua', 'umum', 'partai', 'gerindra', 'prabowo', 'subianto', 'minggu', 'kemarin']"
1,"['bangun', 'bangun', 'kuliah', 'akademi', 'komunitas', 'negeri', 'kait', 'penting', 'agama', 'tentu']"
0,"['harus', 'gk', 'perlu', 'bgini', 'jg', 'urus', 'surga', 'neraka', 'pribadi', 'tkp', 'bekas', 'jawa', 'barat', 'indonesia', 'rasa', 'muslim', 'terzolimi', 'media', 'pernah', 'media', 'bahas', 'masalah', 'sprti', 'jangan', 'rasa', 'terzolimi', 'hny', 'kasus', 'buni', 'yani', 'rt']"
1,"['nama', 'toyota', 'kadal', 'launching', 'april', 'otr', 'jabodetabek', 'rp', 'moga', 'gabung', 'sama', 'sekarang', 'http']"
1,"['tolak', 'radikalisme', 'rizieq', 'shihab', 'usir', 'raja', 'salman', 'arab', 'saudi']"
1,"['waspada', 'dokter', 'palsu', 'pki', 'tular', 'lewat', 'jarum', 'suntik']"
1,"['lalu', 'buah', 'akun', 'facebook', 'si', 'guna', 'nyata', 'panadol', 'buat', 'tisu', 'basah', 'kering', 'lalu', 'bentuk', 'rupa', 'pil', 'meski', 'edar', 'sejak', 'awal', 'tahun', 'tepat', 'februari', 'isu', 'rebak', 'iring', 'jalan', 'waktu', 'status', 'tak', 'lupa', 'pihak', 'tak', 'tanggung', 'jawab', 'sebut', 'cantum', 'satu', 'gambar', 'panadol', 'benar', 'paracetamol', 'satu', 'video', 'klaim', 'jangan', 'beli', 'ambil', 'panadol', 'tisu', 'basah', 'keras', 'bila', 'kena', 'air', 'jadi', 'hela', 'tisu', 'balut', 'tali', 'perut']"
1,"['edit', 'poster', 'acara', 'jakgram', 'tunjuk', 'jari']"
1,"['bantai', 'umat', 'muslim', 'myanmar', 'bakar', 'mau', 'pindah', 'agama', 'masuk', 'surga']"
1,"['uji', 'nyali', 'rakyat', 'minangkabau', 'cie', 'coba', 'ngrayu', 'nih', 'tes', 'nyali', 'urang', 'mang']"
1,"['jokowi', 'mau', 'minta', 'maaf', 'eks', 'pki', 'another', 'test', 'water']"
1,"['bendera', 'israel', 'burj', 'khalifa', 'dubai', 'united', 'arab', 'emirates', 'uae', 'era', 'baru', 'sejarah', 'damai', 'timur', 'tengah']"
1,"['banyak', 'sahabat', 'gadai', 'bilang', 'gadai', 'pernah', 'laku', 'jual', 'barang', 'jatuh', 'tempo', 'online', 'memang', 'dulu', 'pernah', 'sekarang', 'tingkat', 'nasaba', 'ada', 'pitur', 'pitur', 'buat', 'nasaba', 'gadai', 'sering', 'antri', 'lama', 'jadi', 'putus', 'barang', 'jatuh', 'tempo', 'jual', 'cepat', 'sistem', 'online', 'sistem', 'kirim']"
1,"['sore', 'tadi', 'selasa', 'juli', 'pantai', 'nun', 'hila', 'kupang', 'dampar', 'ekor', 'sebut', 'sebut', 'paus', 'jenis', 'nun', 'jenis', 'paus', 'sempat', 'tel', 'nabi', 'yunus']"
1,"['rachmawati', 'bungkam', 'mak', 'banteng', 'soal', 'ruu', 'bpip', 'bilang', 'sama', 'megawati', 'jangan', 'bicara', 'pancasila', 'anak', 'pungut', 'sukarno']"
1,"['survei', 'masyarakat', 'publikasi', 'data', 'bnpt']"
1,"['makzulkanjkwbubarkanpdip', 'trending', 'ruu', 'hip', 'tuding', 'ide', 'megawati']"
1,"['setinggi', 'ape', 'pangkat', 'jabat', 'benar', 'pakai', 'sepatu', 'dalam', 'masjid']"
1,"['sepeda', 'jangan', 'pakai', 'terang', 'nya', 'begini', 'tarik', 'napas', 'ambil', 'udara', 'hembus', 'napas', 'keluar', 'udara', 'lebih', 'kadar', 'tubuh', 'bahaya', 'sepeda', 'exercise', 'bila', 'cepat', 'napas', 'nadi', 'tingkat', 'apabila', 'pakai', 'masker', 'jadi', 'rebreathing', 'arti', 'isap', 'akibat', 'naik', 'nya', 'kadar', 'darah', 'akibat', 'salah', 'satu', 'gejala', 'pusing', 'mual', 'ada', 'latih', 'pk', 'masker', 'apa', 'jadi', 'sedikit', 'naik', 'jadi', 'racun', 'nya', 'sepeda', 'zaman', 'covid', 'pergi', 'tempat', 'sepi', 'udara', 'besih', 'masker', 'tetap', 'kalo', 'istirahat', 'ketemu', 'teman']"
1,"['kadrun', 'binti', 'kadal', 'gurun', 'tak', 'pasang', 'foto', 'presiden', 'jokowi', 'smk', 'negeri', 'druuuuun', 'bukan', 'smk', 'punya', 'nenek', 'loe', 'druuuun']"
1,"['rakyat', 'sumenep', 'tentu']"
1,"['countries', 'throw', 'covid', 'infected', 'dead', 'bodies', 'seas', 'stop', 'eat', 'seafood', 'really', 'disgusting', 'ridiculous', 'act']"
1,"['strategi', 'ampuh']"
1,"['cipularang', 'longsor', 'kanan', 'kiri', 'jalan', 'jalan', 'ancam', 'putus', 'bila', 'longsor', 'lanjut', 'mungkin', 'yg', 'baru', 'plg', 'bandung', 'balik', 'pd', 'hari', 'bs', 'share', 'kabar', 'kini']"
1,"['duga', 'bayar', 'tagih', 'pasien', 'kabur', 'salah', 'satu', 'rs', 'kawasan', 'grogol', 'yaelah', 'security', 'nya', 'galak', 'bener', 'orang', 'sakit', 'tampol']"
1,"['kapolresta', 'sidoarjo', 'kombes', 'pol', 'zain', 'dwi', 'nugroho', 'sejak', 'awal', 'edar', 'kabar', 'tugas', 'langsung', 'laku', 'klarifikasi', 'bagai', 'pihak', 'hasil', 'peristiwa', 'kabar']"
1,"['ketua', 'dpr', 'puan', 'maharani', 'rencana', 'hubung', 'menko', 'polhukam', 'mahfud', 'md', 'bahas', 'soal', 'cekal', 'imam', 'besar', 'fpi', 'habib', 'rizieq', 'syihab', 'mahfud', 'aku', 'siap', 'bicara', 'puan', 'soal', 'sebut']"
1,"['kerja', 'buzzer', 'rajin', 'sholat', 'smpe', 'jidat', 'item', 'trnyta', 'laku', 'tusuk', 'dukun', 'pribadi', 'akting', 'tahu', 'besok', 'bikin', 'akting', 'lg', 'kmren', 'tusuk', 'wiranto', 'hhh', 'klo', 'bener', 'teroris', 'yg', 'laku', 'enak', 'langsung', 'pake', 'bom', 'ngapain', 'pake', 'ninja', 'tuh', 'pisau', 'buag', 'potong', 'pisang', 'gerai', 'anak', 'presiden']"
